Rating,size,ownership,industry,sector,revenue,avg_salary,company_text,state,age,sql,python,java,sas,matlab,javascript,c++,scala,hadoop,spark,hive,deep_learning,nlp,cv,tensorflow,pytorch,keras,title_simple,seniority,description
4.2,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,71.0,Dynetics,AL,46,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,2266
3.6,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion,94.0,Alcon,TX,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,2623
3.1,1001 to 5000,Company - Private,others,Business Services,$500 million to $1 billion,81.5,Group O,TX,46,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,data engineer,senior,2629
4.6,1001 to 5000,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million,106.5,AppFolio,CA,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5235
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,194.5,Takeda Pharmaceutical,MA,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,5494
3.6,201 to 500,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,134.5,Brain Corp,CA,11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,senior,3677
4.0,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,87.0,Novartis,MA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4086
3.4,1001 to 5000,Company - Private,others,others,Unknown / Non-Applicable,118.0,Postmates,CA,9,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,data scientist,others,3516
4.5,51 to 200,Company - Private,Federal Agencies,Government,$25 to $50 million,98.0,"Kingfisher Systems, Inc.",MD,15,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,senior,6690
4.1,1001 to 5000,Company - Public,others,Manufacturing,$2 to $5 billion,85.5,Hill's Pet Nutrition,KS,113,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4401
4.2,201 to 500,Company - Private,Consulting,Business Services,$50 to $100 million,119.0,Excella Consulting,VA,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,senior,3960
4.3,201 to 500,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,143.5,CentralReach,FL,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4952
2.9,1001 to 5000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,159.5,realtor.com,CA,27,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,data scientist,others,3560
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,120.0,Pfizer,MA,171,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,data scientist,others,4690
2.6,51 to 200,Company - Public,others,Business Services,$10 to $25 million,65.0,"Chembio Diagnostic Systems, Inc.",NY,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3641
4.0,10000+,Company - Public,Internet,Information Technology,$10+ billion,171.5,Swift,CA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4967
3.6,1001 to 5000,Company - Private,others,Insurance,$2 to $5 billion,86.0,Ameritas Life Insurance Corp,OH,133,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,data scientist,others,4895
4.4,201 to 500,Company - Private,Consulting,Business Services,$50 to $100 million,76.5,Maven Wave Partners,IL,12,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data engineer,others,3112
4.6,201 to 500,Company - Private,Consulting,Business Services,$25 to $50 million,109.5,Object Partners,MO,24,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,2896
3.7,10000+,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion,143.5,NetApp,CA,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4069
3.8,1001 to 5000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million,103.5,Kite Pharma,CA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2911
4.3,1 to 50,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,122.5,Entefy,CA,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,1188
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,115.0,PRA Health Sciences,KS,44,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,data scientist,senior,3814
4.5,51 to 200,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,82.0,Blend360,MD,18,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3046
3.5,501 to 1000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,94.5,Alignment Healthcare,CA,7,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,7477
3.5,5001 to 10000,Company - Public,others,Media,$500 million to $1 billion,107.5,The E.W. Scripps Company,OH,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,7061
2.8,201 to 500,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,95.5,"Minaris Regenerative Medicine, LLC",CA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3854
4.2,201 to 500,Company - Private,Consulting,Business Services,$50 to $100 million,81.5,NetImpact Strategies,VA,11,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,data scientist,others,4715
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,51.0,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5378
3.5,201 to 500,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million,231.0,Known,NY,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,others,2225
2.7,10000+,Company - Public,others,"Oil, Gas, Energy & Utilities",$5 to $10 billion,70.0,PPL Corporation,PA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,senior,5860
3.1,5001 to 10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion,56.0,Amneal Pharmaceuticals,NJ,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4438
3.3,501 to 1000,Subsidiary or Business Segment,others,Manufacturing,$500 million to $1 billion,66.0,TTI Floor Care North America Inc.,NC,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3750
3.0,201 to 500,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million,71.5,Metagenics,WA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,8090
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,67.5,Takeda Pharmaceutical,MA,239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6037
4.2,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,62.5,Dynetics,AL,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4410
4.4,1001 to 5000,Company - Private,others,Finance,Unknown / Non-Applicable,167.5,Two Sigma,NY,19,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3144
3.2,201 to 500,Subsidiary or Business Segment,others,others,$100 to $500 million,115.0,Zipcar,MA,20,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,data engineer,senior,2948
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,147.5,AstraZeneca,MD,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2602
3.7,10000+,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion,154.5,Abbott Nutrition,OH,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7631
5.0,1 to 50,Company - Private,others,Business Services,$1 to $5 million,126.5,Engtal,CA,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3512
3.9,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,203.5,Reddit,NY,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,data scientist,director,3289
3.3,5001 to 10000,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion,110.0,MITRE,MA,62,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,6589
3.7,10000+,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,78.0,"General Dynamics Mission Systems, Inc",VA,68,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,4013
3.9,10000+,Company - Public,Internet,Information Technology,$10+ billion,147.0,Amazon.com Services LLC,CA,26,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,others,others,3549
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,186.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,manager,6690
3.5,10000+,Subsidiary or Business Segment,others,Manufacturing,$5 to $10 billion,123.0,Fresenius Kabi,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3196
3.1,501 to 1000,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,119.0,Nutrisystem,PA,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5771
3.7,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,141.0,Sierra Nevada Corporation,VA,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3208
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,123.5,Takeda Pharmaceutical,MA,239,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,data scientist,senior,6318
3.3,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million,91.5,Ascension,TN,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,5840
3.9,10000+,Company - Public,others,Insurance,$10+ billion,54.0,Swiss Re,IN,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4282
3.3,1001 to 5000,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million,128.5,First Tech Federal Credit Union,CA,68,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data engineer,senior,2530
4.1,1001 to 5000,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million,114.0,Wind River,WA,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,2957
3.7,201 to 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,211.0,GRAIL,CA,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3531
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,135.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,2213
4.4,1001 to 5000,Company - Private,others,Finance,Unknown / Non-Applicable,174.0,Two Sigma,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2791
3.7,201 to 500,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million,144.5,WR Systems,VA,37,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2746
3.7,1001 to 5000,Company - Private,others,Business Services,$100 to $500 million,37.5,"S&ME, Inc.",TN,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2388
2.9,51 to 200,Company - Public,others,Manufacturing,Unknown / Non-Applicable,89.5,"Secant Group, LLC",PA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4100
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,121.0,Takeda Pharmaceutical,MA,239,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,data scientist,others,6280
3.5,51 to 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,165.5,Scale AI,CA,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2822
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,107.0,LLamasoft,MI,17,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,others,4504
3.8,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,82.5,Northrop Grumman,UT,81,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,data scientist,others,3221
3.4,501 to 1000,Company - Private,IT Services,Information Technology,$1 to $2 billion,150.0,Trace3,CA,18,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,data scientist,senior,6530
2.9,1001 to 5000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,101.0,realtor.com,TX,27,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,data scientist,others,3319
4.2,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,98.0,Berkeley Lights,CA,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,4848
4.2,1001 to 5000,Company - Public,Internet,Information Technology,$100 to $500 million,148.0,Yext,NY,14,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,data scientist,senior,4886
3.1,1001 to 5000,Company - Public,Publishing,Media,$100 to $500 million,71.0,TC Transcontinental,WI,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4678
3.2,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,88.5,Catalent Pharma Solutions,FL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7053
3.2,51 to 200,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,75.5,Id.me,VA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,4480
3.2,10000+,Company - Public,IT Services,Information Technology,$10+ billion,79.5,Infosys Limited,TX,39,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,data scientist,others,2957
3.6,201 to 500,Company - Private,Internet,Information Technology,$10 to $25 million,192.0,Tapjoy,CA,13,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,senior,2405
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,194.5,Takeda Pharmaceutical,MA,239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,5494
2.9,501 to 1000,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,115.5,Healthgrades,CO,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,senior,3187
4.9,201 to 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,66.5,New England Biolabs,MA,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1840
2.5,501 to 1000,Company - Private,others,Manufacturing,$100 to $500 million,54.5,"KISS products, Inc.",NJ,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data analyst,others,2748
3.5,10000+,Subsidiary or Business Segment,others,Manufacturing,$5 to $10 billion,69.0,Fresenius Kabi,NC,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5405
3.3,1 to 50,Company - Private,others,others,Less than $1 million,53.0,Mcphail Associates,MA,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1848
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,62.0,Charles River Laboratories,DE,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4006
4.1,10000+,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,126.0,HP Inc.,CA,81,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,3547
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,48.0,PPD,WI,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6657
3.7,10000+,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,105.0,"General Dynamics Mission Systems, Inc",VA,68,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,senior,4139
3.0,51 to 200,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million,85.5,Clinicient,TX,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,3453
3.8,501 to 1000,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion,111.0,Amobee,CA,15,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,data scientist,others,3460
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,75.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4011
3.9,1001 to 5000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million,87.0,Grid Dynamics,TX,14,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,data scientist,others,3037
3.5,51 to 200,Company - Private,others,Finance,$50 to $100 million,139.0,Conference of State Bank Supervisors,DC,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,senior,6079
4.1,1001 to 5000,Company - Private,IT Services,Information Technology,$100 to $500 million,140.5,Numerator,CA,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,3796
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,41.5,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5875
3.9,1001 to 5000,Company - Public,Internet,Information Technology,$100 to $500 million,132.5,Grubhub,NY,16,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,data scientist,others,4730
3.8,51 to 200,Company - Private,Consulting,Business Services,$5 to $10 million,83.5,Elder Research Inc,VA,25,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,data scientist,others,5028
4.6,1 to 50,Company - Private,others,Business Services,Unknown / Non-Applicable,100.0,StarsHR,MO,13,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,others,1010
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,82.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4845
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,167.0,Takeda Pharmaceutical,MA,239,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,others,others,6345
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,158.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3421
4.4,51 to 200,Company - Private,Consulting,Business Services,$1 to $5 million,144.5,OneGlobe LLC,DC,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3291
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,123.5,Takeda Pharmaceutical,MA,239,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,data scientist,senior,6318
4.2,201 to 500,Company - Private,Consulting,Business Services,$50 to $100 million,87.0,Excella Consulting,VA,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,3819
3.9,10000+,Company - Public,Consulting,Business Services,$5 to $10 billion,116.5,Booz Allen Hamilton,MO,106,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,data scientist,senior,3917
4.7,501 to 1000,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,154.0,Livongo,CA,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5127
4.5,201 to 500,Company - Private,others,Business Services,$25 to $50 million,86.0,Envision LLC,MO,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,others,1173
3.2,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,110.5,Quanterix,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3692
3.5,201 to 500,Company - Private,Consulting,Business Services,$25 to $50 million,65.5,IMSG/NOAA,MD,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4599
3.7,10000+,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion,137.0,Motorola Solutions,IL,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,senior,3248
4.8,201 to 500,Company - Private,IT Services,Information Technology,$100 to $500 million,98.5,SADA,IL,20,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,6270
3.8,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,89.5,Northrop Grumman,UT,81,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,data scientist,others,3225
3.5,201 to 500,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million,127.0,Known,NY,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3344
4.9,201 to 500,Company - Private,IT Services,Information Technology,$25 to $50 million,129.0,Solution Design Group,MN,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,3065
4.8,501 to 1000,Company - Private,others,Finance,Unknown / Non-Applicable,154.5,Jane Street,NY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,data scientist,others,966
3.5,51 to 200,Company - Private,others,Manufacturing,Unknown / Non-Applicable,123.0,Torani,CA,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,senior,4830
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,156.5,Takeda Pharmaceutical,MA,239,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,data scientist,senior,5288
3.8,10000+,Company - Public,others,Manufacturing,$10+ billion,93.5,Cummins Inc.,IN,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,9012
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,49.0,Charles River Laboratories,MA,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2668
3.3,5001 to 10000,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,101.0,"Akima, LLC",VA,17,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4855
3.7,10000+,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion,154.5,Abbott Nutrition,OH,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7631
4.0,1001 to 5000,Company - Private,others,Manufacturing,Unknown / Non-Applicable,145.5,Shure Incorporated,IL,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,others,senior,4577
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,96.5,Recursion Pharmaceuticals,UT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4443
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,41.5,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6202
4.3,51 to 200,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,80.5,BRMi,VA,16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,data engineer,others,1351
3.2,1001 to 5000,Company - Public,others,others,Unknown / Non-Applicable,112.5,Invitation Homes,TX,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,others,others,5322
3.5,501 to 1000,Company - Private,others,Retail,$1 to $2 billion,149.5,Wish,CA,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3905
3.5,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,62.5,Thermo Fisher - America,WI,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3219
4.0,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,97.5,Novartis,MA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3878
2.8,1001 to 5000,Company - Public,others,Finance,Unknown / Non-Applicable,71.5,"PRA Group, Inc.",VA,24,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,2979
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,143.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,director,5387
3.0,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,158.5,"PTC Therapeutics, Inc.",NJ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7074
4.9,51 to 200,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,145.5,Teachers Pay Teachers,NY,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4404
3.3,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion,34.0,Bon Secours,VA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2433
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,47.0,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6415
4.7,51 to 200,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,129.0,ActionIQ,NY,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,4780
